,title,salary,company,description,location
2845,Data Analyst,,CFMOTO,"3-5 years’ experience in Data Analyst role, experience in Powersports, Automotive or similar sector a plus. Communicating with stakeholders to understand data…",United States
2846,Senior Human Resources Data Analyst - Office of Human Resources,"$78,718 - $129,885 a year",City and County of Denver,"Experience Five (5) years of professional human resources experience. Perform technical work such as job analyses, test validation studies, dashboard creation,…","Denver, CO"
2847,Database Administrator/Data Analyst,"$3,300 - $5,400 a month",Mississippi Department of Information Technology Services,"This role lends itself to an experienced individual with a technical background, strong organizational skills, and attention to detail.","Jackson, MS"
2848,Business Intelligence Analyst,"$65,000 - $72,500 a year",Floorplan Xpress,Ability to collect and compile relevant data. Uses business intelligence data and tools to identify and monitor current and potential customers.,Remote
2849,Child support Business Analyst,,"Mindboard, Inc.",Child welfare: 5 years (Preferred). Position: Remote Business Analyst (child support SME) *. The Child Support Management System (CSMS) is a statewide system…,Remote
2850,Data Analyst,,Capture Higher Ed,"Helping partner institutions transfer consistent, accurate data to Capture. Working with internal stakeholders to understand and fix data irregularities.","Louisville, KY"
2851,HR Data Analyst,$26.92 - $30.97 an hour,Jackson Lewis,Ability to interpret and report on client data. Experience in analyzing and reconciling large data sets. Our team includes a creative group of attorneys and…,"Denver, CO"
2852,Research Data Analyst,"$75,000 a year",New York University,"FAI is currently seeking a detail-oriented data analyst with an interest in policy research to support FAI’s research on financial inclusion, microfinance,…","New York, NY +1 location"
2853,Data Visualization Analyst,,Analytic Vizion,"Ensure data validation through the analytical process, capturing business logic through technical calculations and thoughtful data structures that balance…","Atlanta, GA"
2854,Data Analyst,"$4,699 - $6,667 a month",Dept of Family & Protectve Svc,Explain data and analysis in a way that is understandable to those with limited data knowledge or experience. Ability to travel (up to 5%).,"Austin, TX"
2855,Senior Data Analyst,,Seismic,5+ years' experience working with data as an analyst or comparable role. Create and maintain rich interactive visualizations through data interpretation and…,"Boston, MA +4 locations"
2856,Data Analyst,,CFMOTO,"3-5 years’ experience in Data Analyst role, experience in Powersports, Automotive or similar sector a plus. Communicating with stakeholders to understand data…",United States
2857,Senior Human Resources Data Analyst - Office of Human Resources,"$78,718 - $129,885 a year",City and County of Denver,"Experience Five (5) years of professional human resources experience. Perform technical work such as job analyses, test validation studies, dashboard creation,…","Denver, CO"
2858,Database Administrator/Data Analyst,"$3,300 - $5,400 a month",Mississippi Department of Information Technology Services,"This role lends itself to an experienced individual with a technical background, strong organizational skills, and attention to detail.","Jackson, MS"
2859,Business Intelligence Analyst,"$65,000 - $72,500 a year",Floorplan Xpress,Ability to collect and compile relevant data. Uses business intelligence data and tools to identify and monitor current and potential customers.,Remote
2860,Child support Business Analyst,,"Mindboard, Inc.",Child welfare: 5 years (Preferred). Position: Remote Business Analyst (child support SME) *. The Child Support Management System (CSMS) is a statewide system…,Remote
2861,Data Analyst,,Capture Higher Ed,"Helping partner institutions transfer consistent, accurate data to Capture. Working with internal stakeholders to understand and fix data irregularities.","Louisville, KY"
2862,HR Data Analyst,$26.92 - $30.97 an hour,Jackson Lewis,Ability to interpret and report on client data. Experience in analyzing and reconciling large data sets. Our team includes a creative group of attorneys and…,"Denver, CO"
2863,Research Data Analyst,"$75,000 a year",New York University,"FAI is currently seeking a detail-oriented data analyst with an interest in policy research to support FAI’s research on financial inclusion, microfinance,…","New York, NY +1 location"
2864,Data Visualization Analyst,,Analytic Vizion,"Ensure data validation through the analytical process, capturing business logic through technical calculations and thoughtful data structures that balance…","Atlanta, GA"
2865,Data Analyst,"$4,699 - $6,667 a month",Dept of Family & Protectve Svc,Explain data and analysis in a way that is understandable to those with limited data knowledge or experience. Ability to travel (up to 5%).,"Austin, TX"
2866,Senior Data Analyst,,Seismic,5+ years' experience working with data as an analyst or comparable role. Create and maintain rich interactive visualizations through data interpretation and…,"Boston, MA +4 locations"
2867,Data Analyst,,CFMOTO,"3-5 years’ experience in Data Analyst role, experience in Powersports, Automotive or similar sector a plus. Communicating with stakeholders to understand data…",United States
2868,Senior Human Resources Data Analyst - Office of Human Resources,"$78,718 - $129,885 a year",City and County of Denver,"Experience Five (5) years of professional human resources experience. Perform technical work such as job analyses, test validation studies, dashboard creation,…","Denver, CO"
2869,Database Administrator/Data Analyst,"$3,300 - $5,400 a month",Mississippi Department of Information Technology Services,"This role lends itself to an experienced individual with a technical background, strong organizational skills, and attention to detail.","Jackson, MS"
2870,Business Intelligence Analyst,"$65,000 - $72,500 a year",Floorplan Xpress,Ability to collect and compile relevant data. Uses business intelligence data and tools to identify and monitor current and potential customers.,Remote
2871,Child support Business Analyst,,"Mindboard, Inc.",Child welfare: 5 years (Preferred). Position: Remote Business Analyst (child support SME) *. The Child Support Management System (CSMS) is a statewide system…,Remote
2872,Data Analyst,,Capture Higher Ed,"Helping partner institutions transfer consistent, accurate data to Capture. Working with internal stakeholders to understand and fix data irregularities.","Louisville, KY"
2873,HR Data Analyst,$26.92 - $30.97 an hour,Jackson Lewis,Ability to interpret and report on client data. Experience in analyzing and reconciling large data sets. Our team includes a creative group of attorneys and…,"Denver, CO"
2874,Research Data Analyst,"$75,000 a year",New York University,"FAI is currently seeking a detail-oriented data analyst with an interest in policy research to support FAI’s research on financial inclusion, microfinance,…","New York, NY +1 location"
