,title,salary,company,description,location
3210,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3211,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3212,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3213,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3214,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3215,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3216,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3217,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3218,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3219,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3220,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3221,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3222,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3223,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3224,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3225,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3226,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3227,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3228,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3229,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3230,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3231,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3232,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3233,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3234,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3235,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3236,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3237,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3238,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3239,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3240,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
