,title,company,salary,location,jobtype,qualifications,benefits,description
2272,Sr. Data Engineer,Accolite Digital,"Estimated: $110,000 - $150,000 a yearQuick Apply",Remote ,Full-time | Contract,"Data modeling
Azure
SQL
Root cause analysis
ETL
Bachelor of Science
Bachelor's degree",,"8+ years experience in SQL, particularly data modeling. BEng or BSc CS degree or equivalent. Brilliant at root cause analysis."
2273,Scala/Spark/Java/Hadoop/Kafka Data Engineer,Kforce,,"Maryland Heights, MO ",Contract,"Scala
Hadoop
Spark
SDLC
Kafka",,4 years of hands on experience with Hadoop distributed frameworks while handling large amount of big data using Spark and Hadoop Ecosystems.
2274,Data Center Critical Facilities Engineer ( Entry Level),Insight Global,$18 - $21 an hourQuick Apply,"Elk Grove Village, IL ",Contract,"Forklift
Microsoft Excel
Mechanical knowledge
Data center experience
High school diploma or GED
US work authorization","Dental insurance
Health insurance
Vision insurance",Knowledge of basic electrical and mechanical systems and NFPA70e and OSHA Regulations that pertain to data centers. Onsite 5 days a week in Elk Grove.
2275,Data Engineer,Mindtree Limited,"$75,128 - $171,298 a yearQuick Apply","Atlanta, GA ",Full-time | Contract,"SQL
Python
Data warehouse
Informatica
US work authorization",,Run data profiling and produce data quality reports. Analyze and organize raw data. Build data systems and pipelines. Evaluate business needs and objectives.
2276,Data Visualization Engineer,Planet DDS,"Estimated: $90,000 - $120,000 a yearQuick Apply",Remote ,Full-time,"Web development
Power BI
Information management
CSS
SQL
Doctor of Dentistry
Bachelor's degree
Doctoral degree",,"Proficiency in data prep, data modeling, and data visualization. Design and develop compelling data visualizations via a variety of techniques including data…"
2277,"Electronics Engineer, Command and Data Handling, Technical Lead",LOCKHEED MARTIN CORPORATION,,"Littleton, CO ",5 days ago,"Conflict management
Bachelor's degree",,You will be responsible for working on the design and development of the Electrical Power subsystem (EPS) as well as the Command Data Handling (C&DH) subsystem…
2278,Data Engineer,Elixir,"$84,463 - $190,898 a yearQuick Apply",Remote ,Full-time,"Team management
DynamoDB
Azure
Communication skills
Scala
Bachelor's degree
Master's degree
US work authorization",Life insurance,"He/ She will work with different stakeholders for *architecting & Building EDP application platform to support client’s internal data teams to onboard,…"
2279,Field Data Analysis Engineer,"Kia America, Inc.","Estimated: $85,000 - $110,000 a year","Irvine, CA ",3 days ago,"Statistical analysis
Analysis skills
SQL
Microsoft Excel
SAS
Bachelor of Science
Bachelor's degree","Dental insurance
Health insurance
401(k) matching
401(k)
Vision insurance",Share new data analysis techniques with team. Review data sources as assigned for new PSIs. Work from analytic dashboards and generate reports showing emerging…
2280,Data Management - Big Data/Machine Learning Engineer - Sr Big Data/Machine Learning Engineer - Sr,eTeam Inc.,"Estimated: $150,000 - $210,000 a yearQuick Apply","Richmond, VA ",Contract,"Tableau
Shell Scripting
NumPy
Product management
NoSQL",,Perform ad hoc analysis on data and provide recommendations on ways to refine existing data. Previous project experience with big data technologies.
2281,Sr. Data API Engineer,Charles River Laboratories,"Estimated: $110,000 - $140,000 a year",United States ,,,,"If you are an engineer who enjoys cloud technologies, data warehousing, data analytics, and designing innovative analytical solutions, this job may be for you!"
2282,Sr. Big Data Dev/Ops Engineer,"V-Soft Consulting Group, Inc.","Estimated: $110,000 - $150,000 a yearQuick Apply","Belmont, CA ",Contract,"Confluence
DevOps
ServiceNow
Machine learning
Back-end development
Bachelor's degree",,Lead the DevOps efforts for a petabyte-scale data collection and machine learning infrastructure project that will power future intelligent driving systems.
2283,Senior Data Software Engineer - Remote,Liberty Personnel Services,Quick Apply,"Malvern, PA ",Full-time,"Docker
Python
Kafka
AWS
Terraform",Paid time off,My client has a full time opening for a Senior Data Software Engineer. This role can be fully remote and offers a great comp plan including two bonuses and…
2284,Senior Data Engineer,Two Barrels,"$150,000 a year",Remote ,Full-time,"Relational databases
Azure
SQL
PostgreSQL
Redshift
Bachelor of Science
Bachelor's degree","Dental insurance
Health insurance
Flexible schedule
401(k)
401(k) matching","4+ years of experience working in a data engineer role, or related position. Improve existing data models, and design new ones to meet the needs of data…"
2285,Data Engineer,Vanguard,"Estimated: $91,000 - $130,000 a year","Charlotte, NC +1 location",,,,"Minimum of five years data analytics, programming, database administration, or data management experience. Provides data analysis guidance as required."
2286,Azure Data Engineer,workcog inc,Quick Apply,Remote ,Contract,"Quality management
Azure
SQL
Node.js
NoSQL
Bachelor's degree
US work authorization",,"1+ year of experience in data profiling and quality management. 1+ year of experience using complex data sets and formats such as JSON, AVRO, parquet."
2287,Senior Engineer 2 / Principal Engineer–Data Center,Publix,"$104,520 - $184,210 a year","Lakeland, FL ",,,,Management and configuration of Cisco Nexus and Catalyst data center infrastructure. Maintenance and upgrade of Infoblox data center appliances and remote site…
2288,Data Platform Engineer (Hybrid),Securian Financial Group,"Estimated: $88,000 - $130,000 a year","Saint Paul, MN ",Full-time,"Analysis skills
Analytics
Machine learning
AWS
AI","Health insurance
Tuition reimbursement
Paid time off
401(k)
Vision insurance",Ensures technology and automation solutions are available to successfully leverage data as an asset. Research and experiment with data and analytics tools to…
2289,"Scientist or Software Engineer IV, Data Transmission and Archive (4738)",National Radio Astronomy Observatory,"Estimated: $85,000 - $110,000 a yearQuick Apply","Albuquerque, NM ",Full-time,"Bash
Data modeling
Shell Scripting
Machine learning
Python
Bachelor's degree
Doctoral degree
Doctor of Philosophy","Dental insurance
Health insurance
Paid time off
Vision insurance",Experience with data modeling tools. Experience with machine learning or data mining. Collaborating with the software architects and system engineers within DMS…
2290,"Senior Web UI Software Engineer - MIT data/ML startup - React, Redux",The Bivium Group,"$120,000 - $190,000 a yearQuick Apply","Cambridge, MA ",Full-time,"React
Redux
Machine learning
JavaScript",,"FULL-TIME, with Preference given to Candidates in the Greater BOSTON area - Working directly with the Founders of this FUNDED ($5-10M range) startup in ML, Data…"
2291,REMOTE - Data Engineer,Nestlé Purina Pet Care,,"St. Louis, MO ",Full-time,"Power BI
Azure
SQL
Jira
Sensors
Bachelor's degree",,Provide data analysis of internal and external data sources for transformation and delivery to end user solutions. Experience with Microsoft Azure Platform.
2292,Data Science Engineer,NFC Solutions,"Estimated: $83,000 - $110,000 a yearQuick Apply","Cumming, GA ",,,,"Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems."
2293,Data Engineer Entry Level (Bootcamp),PCS GLOBAL TECH,"Estimated: $59,000 - $82,000 a yearQuick Apply","Austin, TX ",Full-time,"SQL
C++
Hadoop
R
Python
Bachelor's degree","Dental insurance
Health insurance
Vision insurance
Relocation assistance","Preparing raw data for manipulation by data scientists. Data Engineer Requirements: * Bachelor's degree in data engineering, big data analytics, computer…"
2294,Data Engineer,Skanska,"Estimated: $87,000 - $110,000 a year","Charlotte, NC ",8 days ago,"Web services
SOAP
Database management
Power BI
WCF",,IT Customer Service for providing higher tier application support on technical issues related to data and integrations. Azure Data Factory (Highly desired).
2295,Data Engineer,Technodeed Inc,"Estimated: $100,000 - $130,000 a yearQuick Apply","Minneapolis, MN +1 location",Contract,"Software deployment
SQL
Spark
Apache Hive
Git",,Hadoop/Hive Apache Spark Apache Kafka Scala Python SQL Git (Github Enterprise) Drone Docker ELK + Grafana Graph About you: 5 + years of software development…
2296,Data Engineer,Health Gorilla,"Estimated: $110,000 - $150,000 a yearQuick Apply","Miami, FL ",,,,"5+ years of experience with optimizing 'big data"" data pipelines, architectures, and data sets (structured and unstructured data sets)."
2297,Sr. Data API Engineer,Charles River Laboratories,"Estimated: $110,000 - $140,000 a year",United States ,,,,"If you are an engineer who enjoys cloud technologies, data warehousing, data analytics, and designing innovative analytical solutions, this job may be for you!"
2298,Cloud Data Security Engineer - Active TS/SCI required,General Dynamics Information Technology,"Estimated: $130,000 - $160,000 a year","Washington, DC ",,,,"Support a high profile Federal Government program, providing expertise in data security policy development, risk assessment, and data security auditing."
2299,Cloud Data Security Engineer - Active TS/SCI required,General Dynamics,"Estimated: $120,000 - $170,000 a year","Washington, DC ",Full-time,"Information security
Legal drafting
FedRAMP
IAT
Communication skills
Bachelor of Science
Bachelor's degree
Current immunizations",,"Support a high profile Federal Government program, providing expertise in data security policy development, risk assessment, and data security auditing."
2300,Data Analytics Engineer,GS1 US,"Estimated: $84,000 - $110,000 a year","Ewing, NJ ",Full-time,"Power BI
Communication skills
Azure
Product management",,"From data extraction and curation to data visualizations, you will directly impact our operations and drive change as we modernize our data platform using the…"
2301,Data Engineer,Adobe,"Estimated: $120,000 - $170,000 a year","San Jose, CA +2 locations",Full-time,"Continuous integration
MySQL
MongoDB
Digital marketing
Communication skills
Bachelor of Science
Bachelor's degree
Master's degree",,"Collaborate with enterprise customer's engineering team to identify data sources, profile and quantify quality of data sources, develop tools to prepare data…"
2302,Pilot Company - Data Engineer - Direct Hire [Remote],Braintrust,"$120,000 - $125,000 a year","San Francisco, CA ",8 days ago,"Unit testing
Analysis skills
Customer service
SQL
Spark
Bachelor's degree
Master's degree",Relocation assistance,"Create technical specifications, and data models. Modifications of the big data processes and jobs. Take technical specifications and complete development of…"
2303,Data Engineer (On-Site),FIIDUS,"Estimated: $100,000 - $140,000 a yearQuick Apply","Fremont, CA ",Contract,"SQL
Spark
Python
Kafka",,"Good to have big data technologies – Apache Spark, Kafka, Delta Lake. Data Engineer (Day one On-Site)*. Strong in SQL and Python."
