,title,company,salary,description,location
1118,Senior IT Business Analyst,"SouthernCarlson, Inc.",,"We provide expertise in both the products we offer and the solutions we propose.SouthernCarlson is The Contractors Choice™ for professional-grade tools,…","Houston, TX+1 location"
1119,"Senior Medical Economics Analyst - New York, NY/Remote",DW Simpson,"$115,000 a year","Must have experience working with large data sets, strong SAS/SQL skills, and excellent communication.NY Health client is seeking a student actuary with at…","Remote in New York, NY 10007"
1120,"Sr Analyst, Speech Analytics",T-Mobile,,"Perform data validation and data cleansing.Minimum 5 years related analyst work experience Required.Data Analysis Perform data mining, analysis and modeling…","Frisco, TX 75034"
1121,IT Business Analyst,"Everest Consultants, Inc.",,"Previous experience querying using SQL-based systems to perform data profiling, data cleansing, data analysis, and exploring and documenting data models is…","Remote in Portland, OR 97220"
1122,Business Analyst,Republic National Distributing Company,,"Responsible for compiling, maintaining, analyzing and presenting market, customer, & internal company sales data to evaluate performance and sales strategies in…","Grand Prairie, TX 75050+5 locations"
1123,Clinical Data Analyst,"Recruit Staff Hire, LLC","$65,000 - $70,000 a year",Understanding data storage and data sharing methods.Healthcare data analysts are quantitative specialists who understand the business needs of a hospital and…,"New Orleans, LA 70117 (Bywater area)"
1124,Sr. Data Analyst,DISYS - Digital Intelligence Systems,$38 - $45 an hour,10+ years of experience working for Data Platforms/Programs as Techno-Functional professional into financial services organizations as a data analyst.,"Jersey City, NJ+2 locations"
1125,Sr. Data Analyst,DISYS - Digital Intelligence Systems,$38 - $45 an hour,10+ years of experience working for Data Platforms/Programs as Techno-Functional professional into financial services organizations as a data analyst.,"Jersey City, NJ+2 locations"
1126,Business Analyst,"Childcare Network, Inc.",,Maintains deep and up-to-date knowledge of the data warehouse; troubleshoot data.Strong knowledge of database & data warehousing concepts.,"San Antonio, TX 78212 (Five Points area)"
1127,Procurement Analyst,Soni Resources Group,"$73,000 a year","Extract and manipulate complex data sets to analyze Category spend.Utilize data to help reduce procurement category spend, identify supplier consolidation…","New York, NY 10012 (Little Italy area)"
1128,Business Analyst,Republic National Distributing Company,,"Responsible for compiling, maintaining, analyzing and presenting market, customer, & internal company sales data to evaluate performance and sales strategies in…","Grand Prairie, TX 75050+5 locations"
1129,"Financial Analyst, Advisory Services",The Scion Group,,Analyze data and suggest recommendations based on key findings.Research and collect data both on- and off-campus.,"Washington, DC 20037 (Dupont Circle area)+1 location"
1130,Business Intelligence Specialists,"Professional Technology Integration, Inc.",,Develops and maintains complex data storage structures needed to support data warehouse functions to ensure data is maintained in consistent formats.,"Nashville, TN 37243"
1131,Clinical Data Analyst,"Recruit Staff Hire, LLC","$65,000 - $70,000 a year",Understanding data storage and data sharing methods.Healthcare data analysts are quantitative specialists who understand the business needs of a hospital and…,"New Orleans, LA 70117 (Bywater area)"
1132,Pharmacy Business Analyst,TCA Consulting Group Inc.,$48 an hour,"BA positions are responsible for implementing system changes for the PBMS, Business Intelligence Data Management (BIDM) and Interchange (iC) related to…","Denver, CO 80238"
1133,Sr. Operations Analyst,Republic National Distributing Company...,,Must have a working knowledge of data analysis and performance/operations metrics & KPIs.Identify areas of opportunity using data collection and survey…,"Jacksonville, FL 32218 (Imeson Park area)"
1134,Data Analyst,"Software Methods, Inc.",,Conduct validation of data content following data movement.Perform data validation and monitoring.Utilize standard data profiling tools and processes.,"Chadds Ford, PA 19317"
1135,Business Analyst,Talascend LLC,,Reconciles transactions by comparing and correcting data.Determines cost of operations by establishing standard costs; collecting operational data.,"Houston, TX 77056 (Uptown area)"
1136,IT Business Analyst,SNI Technology,$34.75 an hour,Knowledge of applicable data privacy practices and laws.Automate data transfers using SQL Server Integration Services (SSIS).,"Colorado Springs, CO"
1137,Technical Business Analyst,MATRIX Resources,,2 to 5 years of previous work experience in a financial institution with job specific work experience in AML.Will be required to be onsite 2-3 days per week.,"Tampa, FL 33610+3 locations"
1138,Sr. IT Business Analyst- Hybrid,Premier Staffing Partners,$50 - $60 an hour,"This position is a hybrid work schedule with 2-3 days in office work required.In this role, you should be highly analytical and able to understand business…","Hybrid remote in Houston, TX 77046+2 locations"
1139,EDI Analyst,CyberCoders,"$85,000 - $110,000 a year","Report to the Global Director, the EDI Analyst will serve as the liaison between the business, IT and our external partners.","Long Beach, CA 90815"
1140,Sr. IT Business Analyst- Hybrid,Premier Staffing Partners,$50 - $60 an hour,"This position is a hybrid work schedule with 2-3 days in office work required.In this role, you should be highly analytical and able to understand business…","Hybrid remote in Houston, TX 77046+2 locations"
1141,Technical Business Analyst,Chamberlain Advisors LLC,,"Experience with data transfer tools a plus.Measure and Report SLAs: Analyze the current reporting to the regulators, understand the data from our legacy…","Hybrid remote in Chicago, IL 60606"
1142,Client Relationship Analyst,First Republic Bank,,"Adhering to Bank policies and procedures, 3) completing required training, 4) identifying and reporting suspicious activity to the AML Officer, and 5) knowing…","Los Angeles, CA 90067 (Century City area)"
1143,Senior Business Analyst / UX Design,Capgemini Engineering,,5-8 years’ experience in medical device or related industry.Norwood MA/Hybrid(2-3 days onsite).Product definition for new products and platforms by applying …,"Norwood, MA"
1144,Product Data Analyst,Express Employment Professionals,$20 - $25 an hour,Acquire data from primary or secondary data sources and maintain databases/data systems.Create and Manage Product data spreadsheets.,"Farmingdale, NY 11735"
1145,RPA Business Analyst (22-28229),"ICONMA, LLC",,Refines complexity of automation process and creates deployment plan.Works with the Business to identify process improvement opportunities for maximum impact…,"Santa Clara, CA 95054"
1146,Senior Data Analyst,ATHENA Consulting,$35 an hour,At least 7-10 years of industry experience as a Business/Data Analyst with 3-5 experience in data analysis using tools such as SQL and Excel.,"Chicago, IL 60605 (The Loop area)"
1147,Business Analyst (Manufacturing),Advanced Hires,"$100,000 - $120,000 a year","5 plus years previous business experience working with end users in a formal Business Analyst role, in requirements gathering, analysis, application design and…","Milwaukee, WI"
1148,Manufacturing Business Analyst,First Team Professional Resources,"$50,000 - $60,000 a year",Monitor / analyze financial data routinely in support of assigned programs/ projects.Utilize Cost Point/Deltek system and other Teledyne management tools to…,"Hunt Valley, MD 21031"
1149,SAP Source to Contract Analyst,MATRIX Resources,,Attention to detail to ensure precision of data and overall quality of outputs.Experience in data analysis with intermediate/advanced Microsoft Office Suite…,"Tampa, FL 33637"
1150,Sr. Financial Analyst,Kingspan Insulation LLC,,Experience with Power BI or a similar data analytics tool.Assists in developing 5 year strategic plan and annual budget.,"Atlanta, GA 30328"
1151,Business Analyst | Permanent Position,ProRecruiters,,"High level of attention to detail, communication, and accuracy.Experience: * At least two years in accounting, financial reporting, or process / systems…","Tulsa, OK 74135"
1152,Business Analysis & Quality Assurance Analyst II,Belcan,,"Prepare test plans, scenarios, and test data and execute a variety of manual and/or automated test types.And experience writing basic to advanced (e.g. joins)…","Topeka, KS"
