,title,company,salary,description,location
1005,"Senior Looker Data Analyst (Remote, USA/Canada, Full-Time)",4 Mile Analytics,,"Work with data engineering to construct and implement architectural data solutions.4 Mile Analytics is a full-service consultancy with expertise in strategy,…",Remote
1006,Supply Chain Analyst,Leggett & Platt,"$40,000 - $60,000 a year","Bachelor’s degree in supply chain management, mathematics, data science, business, or related field preferred.The Supply Chain Analyst has responsibility to:",Remote
1007,Data Modeler (KEY),Alaka`ina Foundation Family of Companies,,"Validate, manipulate and perform data analysis on large datasets and “big data”.Proficiency with basic SQL for data manipulation.We E-Verify all employees.",United States
1008,Risk Project Manager,Boston Consulting Group,,"Functional experience with data science/analytics.An academic degree in a relevant discipline: risk management, business management, compliance, data science…","Boston, MA 02109 (Downtown area)"
1009,Senior Healthcare Data Scientist,Rush University Medical Center,,"Skilled in advanced analytics, data science, and statistical algorithms.Assist IT team with data validation in onboarding new practice data and other projects.","Chicago, IL 60612 (Illinois Medical District area)"
1010,Sr. Data Analyst (R283),Sompo International,"From $135,000 a year",Performs data validation to confirm data is moved into the data warehouse correctly.5+ years of data analysis experience for a data warehouse.,"Florham Park, NJ 07932"
1011,"Director, Data Scientist",Macy’s,,"In-the-know on innovative concepts and techniques in the broader data science community, and ability to identify opportunities for improvement/innovation…","New York, NY 10001 (Chelsea area)"
1012,Senior Insights Data Analyst - Real Estate (Remote or Hybrid...,Burlington Stores,,"Support data gathering and transformation into systems including ownership competitor data, demographic, traffic counts, and more.Address 1830 Route 130 North.","Remote in Burlington, NJ 08016"
1013,Machine Learning Bioinformatics Scientist,Cameron Craig Group,,"Experience with large-scale biological data analysis.Experience with single cell data, including RNA-seq.My client is expanding and seeks a Data Scientist to…","Philadelphia, PA"
1014,Business Analyst (BS in Biology highly recommended),Essential Software Inc.,"$80,000 - $110,000 a year","Essential underlying data science infrastructure, methods, and portals for the Cancer Data Ecosystem.Standards and tools so that data are interoperable.","Temporarily Remote in Rockville, MD 20850"
1015,CX / Market Research Analyst,Aquent,$45 - $50 an hour,"Experience with all aspects of customer research project management including proposal development, consultant selection, survey sampling, data collection, data…",Remote
1016,Sr Data Analyst,Syniverse,,Understanding of data mining or other techniques to scrub data.Develop and implement data collection systems and other strategies that optimize statistical…,"Crystal Springs, FL 33524"
1017,Data Analyst,CACI,,"Knowledge of computer science concepts, data architecture, and common statistical models.Experience (either on-the-job or in an academic setting) working with…","McLean, VA 22102"
1018,Data Scientist,Accenture Federal Services,"$88,100 - $123,400 a year",Provide thought-leadership in the area of analytics/data science.Work directly with customer to exploit structured and unstructured data.Here's what you need:,"Huntsville, AL"
1019,People Analytics Analyst,Michael Page,"$70,000 - $100,000 a year",Experience with statistical modeling and/or advanced data science techniques is a plus.Support P&D functional projects and data audits.,"Remote in Hoboken, NJ"
1020,Data Analyst,CACI,,"Knowledge of computer science concepts, data architecture, and common statistical models.Experience (either on-the-job or in an academic setting) working with…","McLean, VA 22102"
1021,"Director, Data Scientist",Macy’s,,"In-the-know on innovative concepts and techniques in the broader data science community, and ability to identify opportunities for improvement/innovation…","New York, NY 10001 (Chelsea area)"
1022,"Senior Looker Data Analyst (Remote, USA/Canada, Full-Time)",4 Mile Analytics,,"Work with data engineering to construct and implement architectural data solutions.4 Mile Analytics is a full-service consultancy with expertise in strategy,…",Remote
1023,Data Analyst,Waubonsee Community College,,"Support data integration from multiple sources, extract and transform data, and conduct data cleansing if necessary.Proficient in Microsoft Office Suite.","Sugar Grove, IL"
1024,Sr. Data Analyst (R283),Sompo International,"From $135,000 a year",Performs data validation to confirm data is moved into the data warehouse correctly.5+ years of data analysis experience for a data warehouse.,"Florham Park, NJ 07932"
1025,Healthcare Performance Analyst,Inova Health System,,"Analytical software, data tools, data visualization: 3 years (Preferred).Bachelors Degree- Healthcare management, mathematics, economics, data science,…","Fairfax, VA"
1026,Senior Healthcare Data Scientist,Rush University Medical Center,,"Skilled in advanced analytics, data science, and statistical algorithms.Assist IT team with data validation in onboarding new practice data and other projects.","Chicago, IL 60612 (Illinois Medical District area)"
1027,Machine Learning Bioinformatics Scientist,Cameron Craig Group,,"Experience with large-scale biological data analysis.Experience with single cell data, including RNA-seq.Liaise with both wet lab and computational scientists…","Philadelphia, PA"
1028,"AI/ML - Runtime Site Reliability Engineer (SRE), ML Platform...",Apple,,Siri Production Engineering is looking for an individual as part of a dynamic SRE team responsible for the support and uptime of Siri at Apple.,"Seattle, WA"
1029,GBSD AI Systems Engineer – 2018-1,Northrop Grumman,"$111,600 - $167,400 a year",Potential solutions will be verified against live sensor data.Duties will include the development of processing algorithms for exploitation of conventional and…,"Huntsville, AL"
1030,Sr Data Analyst,Syniverse,,Understanding of data mining or other techniques to scrub data.Develop and implement data collection systems and other strategies that optimize statistical…,"Crystal Springs, FL 33524"
1031,Senior Operations Data Analyst,Hertz,,2 Years of experience in data analytics.Provide data support to different departments of the company.Experience with advanced data visualization platforms…,"Estero, FL 33928"
1032,"Manager, Business Analytics","The Travelers Companies, Inc.",,"In Business Insurance Actuarial and Analytics, we deliver tailored analytics and innovative data science solutions that influence decisions and enable superior…","Hybrid remote in Hartford, CT 06101"
1033,Machine Learning Ops Engineer - Remote,Vaco,"$95,000 - $115,000 a year","Work closely with a team of data scientists, data visualization developers, data analysts, and data engineers.3+ years of relevant work experience.",Remote
1034,Principal Software Engineer - AI/ML Software Defined Vehicle,General Motors,,"Demonstrated knowledge of database modeling and data structure principles, techniques, and best practices.Ability to code Python, interact with large data sets…",Remote in United States
